MSOA11CD,No. people in flood risk areas,% people in flood risk areas
95GG35S3,1223,0.933587786
95GG36S1,1878,1.014038877
95GG36S2,1937,0.997939207
95GG36S3,1863,0.989378651
95GG37S1,2150,0.997679814
95GG37S2,1855,1.002160994
95GG37S3,2485,1.005665722
95GG38S1,3262,0.995422643
95GG38S2,1889,0.989005236
95GG38S3,1572,0.988057825
95GG39S1,2427,0.904247392
95GG39S2,2909,0.972259358
95GG39S3,2115,1.012931034
95GG40S1,2008,0.989162562
95GG40S2,2333,0.998715753
95GG41S1,945,0.483623337
95GG41S2,1589,0.991885144
95GG41S3,2116,1.004271476
95GG42S1,1861,0.983095615
95GG42S2,1827,1.046391753
95GG42S3,2475,0.989208633
95GG42S4,2322,0.991037132
95GG43S1,1097,0.682638457
95GG43S2,1782,1.013075611
95GG43S3,1708,0.988998263
95GG44S1,3093,0.974480151
95GG44S2,3045,0.962085308
95GG45S1,1286,0.782714547
95GG45S2,1612,1.003111388
95GG45S3,1687,0.99352179
95GG46S1,1335,0.809581565
95GG46S2,1763,1.014968336
95GG46S3,1599,0.995641345
95GG47S1,2697,0.994469027
95GG47S2,1767,1.00569152
95GG47S3,2051,0.983221477
95GG48S1,1515,0.985686402
95GG48S2,2433,0.993872549
95GG48S3,1619,0.977657005
95GG49S1,1688,1.00118624
95GG49S2,2165,1.012628625
95GG49S3,2082,0.992846924
95GG49S4,2059,1.013786312
95GG50S1,1624,0.986634265
95GG50S2,2192,0.985168539
95GG50S3,1932,1.014173228
95GG51S1,1279,0.981580967
95GG51S2,1366,0.967422096
95GG51S3,1458,1
95HH02S1,1275,1.007905138
95HH02S2,752,0.457142857
95HH03W1,1630,0.98251959
95HH04S1,1579,1.009590793
95HH04S2,1260,1.012048193
95HH05W1,2147,1.018500949
95HH06S2,1191,0.458076923
95HH07W1,1577,0.980721393
95HH08W1,2494,0.847146739
95HH09W1,2779,1.007614213
95HH10W1,2325,0.854151359
95HH11W1,1530,0.975143403
95HH12W1,1523,0.990891347
95HH13W1,1459,1.00829302
95HH14W1,1471,1.010302198
95HH15W1,2480,1.012658228
95HH17W1,903,0.382627119
95II01S1,1257,0.735948478
95II01S2,233,0.150322581
95II02S1,482,0.285883749
95II02S2,1702,1.004129794
95II02S3,1539,0.980254777
95II03S1,967,0.432662192
95II03S2,1735,0.988603989
95II04S1,1425,0.358400402
95II04S2,2135,0.987511563
95II07W1,2206,1.004553734
95II08W1,2430,0.988206588
95II09S1,1708,0.818791946
95II09S2,1392,1
95II10W1,2599,1.012071651
95II11W1,2550,1
95II12W1,2476,1.002835156
95II13W1,2828,1.003192621
95II14W1,1837,0.738640933
95II15S1,635,0.330901511
95II15S2,1494,0.999331104
95II16W1,2146,0.97723133
95II17W1,2535,0.98791894
95II18W1,1722,0.734641638
95II20W1,2698,0.998519615
95II21W1,2142,0.867557716
95II22W1,1335,0.564959797
95II23W1,2329,0.995299145
95JJ05W1,2315,0.925629748
95JJ06W1,1703,0.649256576
95JJ07W1,2891,0.997928892
95JJ15W1,1744,0.861234568
95JJ20S1,321,0.141036907
95JJ20S2,1353,0.720831113
95JJ22W1,1316,0.495481928
95LL02S1,619,0.346003354
95LL02S2,1938,1.031948882
95LL03W1,502,0.166832835
95LL04W1,1243,0.391619408
95LL05S1,829,0.330015924
95LL06S1,625,0.354509359
95LL06S2,1818,0.98643516
95LL07W1,2422,0.980169972
95LL08S1,1702,0.97816092
95LL08S2,1979,1.006612411
95LL09S1,1542,1.012475378
95LL09S2,1797,1.006722689
95LL10S1,1233,0.368609865
95LL13S1,270,0.187239945
95LL14S1,1274,1.002360346
95LL14S2,1243,0.983386076
95LL15S1,1670,0.978324546
95LL15S2,1609,0.995052566
95LL16S1,2280,0.62482872
95LL16S2,3038,0.720588235
95LL17W1,2689,0.990423573
95LL18S1,1388,0.618262806
95LL18S2,1522,0.978778135
95LL19S1,1443,0.589460784
95LL20W1,2163,0.876418152
95LL21W1,2052,0.449015317
95LL22W1,1087,0.275120223
95LL23W1,2327,0.988950276
95LL25S1,707,0.237089202
95LL26S1,1563,0.974438903
95LL26S2,2154,1.000929368
95MM01S1,1502,0.987508218
95MM01S2,1824,1.002748763
95MM01S3,677,0.416103258
95MM02S1,286,0.178415471
95MM02S2,924,0.590415335
95MM04W1,2138,1.006117647
95MM05W1,2360,1.009841677
95MM06S1,1403,1.011535689
95MM06S2,1231,1.007364975
95MM07W1,1173,0.425925926
95MM08S1,1293,0.92887931
95MM08S2,1651,0.995177818
95MM10S1,1471,1.002726653
95MM10S2,661,0.522529644
95MM11W1,2253,0.79836995
95MM12S2,1211,1
95MM12S3,2617,1.00499232
95MM13S2,1362,0.997802198
95MM13S3,1561,1.008397933
95MM13S4,583,0.222095238
95MM14S1,881,0.985458613
95MM14S2,1758,0.996598639
95MM16S2,1199,0.331123999
95MM17S1,1938,1.02920871
95MM17S2,1740,1.00811124
95MM18S2,311,0.092504462
95MM19S1,1462,1.02885292
95MM19S2,850,0.589050589
95MM20S1,1522,1.016700067
95MM20S2,1711,1.014226437
95MM21S2,371,0.215572342
95MM22S1,1222,1.002461034
95MM22S2,870,0.74295474
95MM23W1,2579,0.985856269
95MM24W1,2093,0.843951613
95MM25S1,1190,1.012765957
95MM25S2,1384,1.010956903
95MM25S4,2121,0.927821522
95MM26S1,1710,1.023952096
95MM26S2,1315,0.974074074
95MM27S1,1851,1.014246575
95MM27S2,2279,0.946428571
95MM28W1,2269,1.002208481
95MM29W1,3597,1.004748603
95MM30W1,2117,1.00426945
95NN02W1,1398,0.641284404
95NN04W1,2838,0.906419674
95NN07S1,1671,1.030209618
95NN07S2,274,0.167892157
95NN10S1,1192,0.803776129
95NN10S2,1568,0.986163522
95NN17W1,1533,0.600705329
95NN18S1,430,0.301754386
95NN21W1,2189,0.764849755
95QQ01W1,1467,0.994576271
95QQ03W1,1038,1
95QQ04W1,1548,1
95QQ05W1,838,0.295278365
95QQ07W1,1605,0.851910828
95QQ08W1,1396,1.007215007
95QQ09W1,1881,1.004271223
95QQ12W1,1854,0.996238581
95QQ14S1,2845,0.651327839
95QQ15W1,1462,1.003431709
95SS06S1,1278,0.787916153
95SS06S2,2256,0.998671979
95SS06S3,1896,1.022102426
95SS07S1,761,0.155147808
95SS07S2,1630,1.006794317
95SS07S3,1763,0.396179775
95SS10S1,2238,1.006294964
95SS10S2,2126,1.01382928
95SS16S1,1567,1.008365508
95SS16S2,1616,0.997530864
95SS19S1,1430,0.981468771
95SS19S2,1253,0.757099698
95SS26S1,2022,1.005469915
95SS26S2,1748,1.009237875
95SS27W1,2606,1.001152516
95SS29S1,1224,1.011570248
95SS29S2,1371,0.999271137
95VV02W1,2300,0.990952176
95VV07S1,1290,0.631733595
95VV10S1,814,0.517153748
95VV10S2,1810,0.98476605
95VV11S1,343,0.160580524
95VV11S2,510,0.194508009
95VV12S1,756,0.444183314
95VV12S2,1033,0.556573276
95VV14S1,2051,0.997083131
95VV14S2,491,0.316978696
95VV15S1,1379,0.99066092
95VV15S2,1760,0.97832129
95VV16W1,885,0.258017493
95VV24S1,1037,0.640518839
95VV24S2,1564,1.010989011
95VV27W1,2398,1.007563025
95VV28S1,2245,0.996449179
95VV28S2,1274,0.997650744
95VV30S1,1631,1.012414649
95VV30S2,1488,1.028334485
95WW01S1,687,0.459839357
95WW01S2,1325,0.968567251
95WW04S1,1587,0.994984326
95WW04S2,1196,0.995836803
95WW05S1,1502,1.009408602
95WW05S2,1301,1
95WW08S1,1101,1.007319305
95WW08S2,1294,0.98030303
95WW09S1,1329,0.995505618
95WW09S2,1319,0.993971364
95WW10S1,925,0.530694205
95WW10S2,1262,0.993700787
95WW11S1,328,0.190144928
95WW11S2,747,0.543272727
95WW12W1,1698,0.689683184
95WW15S1,803,0.48373494
95WW15S2,1586,1.003797468
95WW16S1,1607,1.021614749
95WW16S2,1203,0.990939044
95WW17W1,2258,1.001774623
95WW18W1,2346,1.015584416
95WW19S1,1745,0.989229025
95WW19S2,1057,0.495546179
95WW19S3,2252,1.007606264
95WW20S2,3907,0.632610104
95WW20S3,1901,1.004756871
95WW21S1,1490,1.009485095
95WW21S2,2076,0.989985694
95WW22S1,1319,1.010727969
95WW22S2,1629,0.992687386
95WW23S1,2363,1.015907137
95WW23S2,2326,0.967956721
95XX01S1,1023,0.606042654
95XX01S2,1794,1.006734007
95XX01S3,1581,0.998106061
95XX02W1,1963,0.728656273
95XX03S1,1241,0.999194847
95XX03S2,1061,0.761119082
95XX04S1,1762,1.004561003
95XX04S2,1806,1.011764706
95XX05W1,2589,0.982542694
95XX06S1,1945,1.00257732
95XX06S2,2112,1.027737226
95XX07S1,1364,0.98626175
95XX07S2,1371,0.994198695
95XX08S1,1269,0.982958947
95XX08S2,1224,0.997555012
95XX09S1,1429,0.99651325
95XX09S2,1457,0.983794733
95XX10S1,812,0.443231441
95XX10S2,1876,0.953736655
95XX10S3,1275,0.99609375
95XX11S1,1216,0.435842294
95XX11S2,3265,0.975500448
95XX11S3,1595,1.006309148
95XX15W1,2251,0.817950581
95XX17S1,1587,1.021235521
95XX17S2,686,0.431718062
95XX20S1,314,0.152575316
95XX21W1,2083,0.70586242
95XX22W1,2148,1.002333178
95XX23W1,3163,0.996848408
95XX24S1,318,0.254807692
95XX24S2,1430,0.991678225
95XX25W1,2499,0.995221027
95YY02W1,2013,0.852966102
95YY04W1,617,0.181204112
95YY05W1,1042,0.636141636
95YY09W1,1640,0.706591986
95YY13S2,1381,1.002904866
95YY14S1,1338,0.794065282
95YY14S2,855,0.546325879
95YY15S1,382,0.969543147
95YY15S2,1069,0.613310384
95YY19W1,1524,0.976923077
95ZZ02W1,1688,0.996458087
95ZZ06W1,1128,0.678700361
95ZZ10W1,882,0.252360515
95ZZ14S1,1907,0.978952772
95ZZ14S2,956,0.741660202
95ZZ16S1,1965,1.025574113
95ZZ16S2,1308,0.992412747
