LAD19CD,LAD19NM,Extent of population living in highly clinically vulnerable areas,Extent of population living in highly health/wellbeing vulnerable areas,Extent of population living in highly economically vulnerable areas,Extent of population living in highly socially vulnerable areas,Extent of population living in highly socioeconomically vulnerable areas,Extent of population living in highly vulnerable areas,Clinical Vulnerability quintile,Health/Wellbeing Vulnerability quintile,Economic Vulnerability quintile,Social Vulnerability quintile,Socioeconomic Vulnerability quintile,Vulnerability quintile,Vulnerability rank,LA spending power rank,Volunteer rank,Capacity score,Capacity rank,Capacity decile,Capacity quintile,Name,Total people in flood risk areas,% people in flood risk areas,Flood risk quintile,Total historical flooding incidents,Flooding incidents per capita,Flood incidents quintile,Total dwelling fires (three-year average),Dwelling fire incidents per capita,Fire incidents quintile
E09000013,Hammersmith and Fulham,0.13197831224486203,0.052163496063403356,0.2759980857734707,0.10852286371013659,0.12911087527042991,0.09288341440790396,1,1,3,4,2,1,28,23,125.5,13.016429946110208,26,1,1,Hammersmith and Fulham,112898,0.6088574417827057,5,6,3.2357921758545185e-5,1,194.83333333333334,0.001050733625992759,5
E09000014,Haringey,0.07128430862318974,0.02274742816601632,0.18783244804988702,0.4867231696103507,0.33873161753265746,0.10925931220166414,1,1,3,5,3,2,94,39,125.5,14.289548078028318,35,2,1,Haringey,290,0.0010715974932008986,1,17,6.28177840841906e-5,2,260.8333333333333,9.638218832525323e-4,5
E09000015,Harrow,0.04315339636524,0.09670456407980843,0.22845985897668145,0.44916001641968756,0.3043772437942775,0.08485913974218733,2,2,2,4,2,2,64,86,260,45.513379743633706,195,7,4,Harrow,3052,0.012200728365893927,2,11,4.3973791620194364e-5,1,187.83333333333334,7.50885805393319e-4,3
E09000016,Havering,0.18104485351309307,0.14519987179461008,0.11438864606533981,0.40403818397473457,0.36848913622639273,0.062402656791313064,2,2,2,4,2,4,227,112,260,48.22081920507805,213,7,4,Havering,4216,0.016353128272759008,3,63,2.4436600597339125e-4,5,193.33333333333334,7.499062617172854e-4,3
E09000017,Hillingdon,0.02485696664304648,0.07707840382785165,0.22026119990551923,0.49300980583100923,0.3623056169081865,0.20200245836423986,1,1,2,5,3,3,159,120,260,49.1223303047347,219,7,4,Hillingdon,2333,0.00765359682964596,1,18,5.905046846704984e-5,2,240.66666666666666,7.89526633948333e-4,3
E09000018,Hounslow,0.24209900448175634,0.050807204008351634,0.20722766303754153,0.8300411692606482,0.5715556386590261,0.18415709432602415,1,1,3,5,4,4,229,114,125.5,21.426744590624956,78,3,2,Hounslow,28348,0.10468938112577646,5,10,3.6930076592978854e-5,1,222,8.198477003641306e-4,4
E09000019,Islington,0.13318615145636878,0.07085510524687161,0.23502456589324378,0.3705243504299801,0.2543724296817262,0.0567900859608187,1,1,3,4,3,1,59,6,125.5,11.736766429286552,12,1,1,Islington,NA,NA,NA,52,2.1744402907059404e-4,5,230.66666666666666,9.645594110054556e-4,5
E09000020,Kensington and Chelsea,0.04980889517724412,0.04980889517724412,0.15030085152252065,0.3712358179262827,0.18435422137294233,0.12812283610811312,1,2,1,4,3,1,41,3,260,38.534314276915794,144,5,3,Kensington and Chelsea,4911,0.031441064809183274,4,59,3.7772812538012894e-4,5,182,0.0011651952342234485,5
E09000021,Kingston upon Thames,0.22560484173332973,0.17763108403595756,0.1226911332871416,0.10559806294673253,0.10308881710173877,0.07095987318270029,1,2,1,3,2,1,32,92,24.5,9.480046587333366,9,1,1,Kingston upon Thames,6428,0.03663304268535932,4,13,7.408673847381318e-5,3,128.5,7.323189149142303e-4,2
E09000022,Lambeth,0.052566555934567126,0.03334041456793245,0.2145162402503834,0.3950475120966381,0.26378496753209524,0.15755667046647168,1,1,3,4,2,2,68,15,125.5,12.40535793716547,19,1,1,Lambeth,43119,0.1323005550492917,5,47,1.4420849480082352e-4,4,329,0.0010094594636057648,5
E09000023,Lewisham,0.0835762826363785,0.13446718537157823,0.23761808189230652,0.6551744577596275,0.48443491659014176,0.24258986708244437,1,1,3,5,4,3,132,21,125.5,12.862133168093925,25,1,1,Lewisham,34948,0.11513626060829688,5,40,1.3178008539349532e-4,4,300.6666666666667,9.905469752077734e-4,5
E09000024,Merton,0.0498350492937649,0.03967873667465298,0.2545803559075684,0.38046420273570053,0.3050529874150422,0.06685056211381955,1,1,2,4,2,1,49,102,125.5,20.12529553955749,71,3,2,Merton,1840,0.008923981259639354,1,19,9.214980648540639e-5,3,165.16666666666666,8.01056651114366e-4,3
E09000025,Newham,0.19301030412995027,0.022340591752958053,0.2327598516468441,0.8855494277518486,0.6519728487708383,0.23908118829053712,1,1,3,5,4,4,212,72,125.5,17.161452109730458,55,2,1,Newham,98852,0.280825556455164,5,18,5.1135637277879573e-5,2,279.6666666666667,7.944962902989068e-4,3
E09000026,Redbridge,0.11295166959913061,0.08117262876599908,0.13431814237329,0.7911618082684744,0.47323368845073405,0.11335295641904754,1,1,2,5,3,3,158,116,260,48.667158068805854,217,7,4,Redbridge,4535,0.014924734579968275,2,18,5.9238196789289736e-5,2,225.33333333333334,7.415744635103678e-4,2
E09000027,Richmond upon Thames,0.19670101059132208,0.06411796718464996,0.1071620795172427,0.1789131813098341,0.11718371442562446,0.13758362343819164,1,2,1,3,1,1,9,49,24.5,5.508309131991192,3,1,1,Richmond upon Thames,28084,0.14262787957583392,5,26,1.3204404176654614e-4,4,142.66666666666666,7.245493573856634e-4,2
E09000028,Southwark,0.24175936119328503,0.06403361953753435,0.26258388543603506,0.49035387162019584,0.27755781318224826,0.05041619220340737,1,1,3,4,3,2,77,5,260,38.679825493143206,146,5,3,Southwark,178219,0.5617513931966613,5,70,2.206420051945432e-4,5,336.8333333333333,0.0010617083154718376,5
E09000029,Sutton,0.1611258950456449,0.13197910434318286,0.19057380708831115,0.19617843655710598,0.15418239952650234,0.07543118522378553,2,2,2,4,2,1,54,78,260,44.74061301464661,190,7,4,Sutton,1808,0.008839995110622173,1,10,4.889377826671556e-5,2,149.66666666666666,7.317768813918428e-4,2
E09000030,Tower Hamlets,0.11804033698921293,0.02914024015989676,0.37697674688286636,0.4872767521012127,0.44452235150284225,0.10765562061462179,1,1,3,4,3,2,66,13,125.5,12.255093405711843,16,1,1,Tower Hamlets,83506,0.2628413150564203,5,36,1.1331266426401851e-4,4,268.8333333333333,8.461728123049159e-4,4
E09000031,Waltham Forest,0.029660281893747743,0.06077573088847887,0.14709347954273105,0.7487718600802693,0.40479008236166847,0.0433460901983908,1,1,3,5,3,3,181,67,125.5,16.702589309558405,52,2,1,Waltham Forest,3925,0.014185037947235272,2,28,1.0119262739428984e-4,3,211.66666666666666,7.649680761354054e-4,3
E09000032,Wandsworth,0.06916479687428966,0.027269246555621577,0.06850776865281122,0.2231801323422869,0.13282286846087202,0.031833791552031386,1,1,1,4,2,1,23,122,125.5,22.337178213577236,81,3,2,Wandsworth,64048,0.1961810128831086,5,25,7.657577632522038e-5,3,285,8.729638501075124e-4,4
E09000033,Westminster,0.22167425661017703,0.0424088608983096,0.1554109371044757,0.3924746802617768,0.21901363303921784,0.11511372753215934,1,1,1,4,3,1,44,46,125.5,14.869491726469917,40,2,1,Westminster,49135,0.19244176027322146,5,121,4.739076624210807e-4,5,241.5,9.458570287164544e-4,5
